chick_ring_number,hatch_year,hatch_nest_breed_ID,hatch_Area,hatch_Box,hatch_mom_Ring,hatch_nest_dad_Ring,Extra-pair_paternity,Extra-pair_dad_ring,genetic_dad_ring_(WP_or_EP),hatch_nest_LD,hatch_nest_CS,hatch_nest_OH,d0_hatch_nest_brood_size,d14_hatch_nest_brood_size,rear_nest_breed_ID,rear_area,rear_Box,rear_mom_Ring,rear_dad_Ring,rear_nest_trt,home_or_away,rear_nest_LD,rear_nest_CS,rear_nest_OH,rear_d0_rear_nest_brood_size,rear_Cs_out,rear_Cs_in,net_rearing_manipulation,rear_Cs_at_start_of_rearing,d14_rear_nest_brood_size,number_chicks_fledged_from_rear_nest,Date_of_day14,day_14_tarsus_length,day_14_weight,day14_measurer,chick_sex_molec,chick_survival_to_first_breed_season
P805100,2001,201396,SW,SW123,P803292,.,.,.,.,30,9,51,9,9,201396,SW,SW123,P803292,.,7,1,30,9,51,9,0,0,0,9,9,9,65,16.6,10.4,2,.,0
P805101,2001,201183,C,C105,P803166,P803165,.,.,P803165,.,.,50,11,11,201183,C,C105,P803166,P803165,7,1,.,.,50,11,0,0,0,11,11,10,64,17.4,10.5,3,.,0
P805102,2001,201183,C,C105,P803166,P803165,.,.,P803165,.,.,50,11,11,201183,C,C105,P803166,P803165,7,1,.,.,50,11,0,0,0,11,11,10,64,17,10.8,3,.,0
P805103,2001,201183,C,C105,P803166,P803165,.,.,P803165,.,.,50,11,11,201183,C,C105,P803166,P803165,7,1,.,.,50,11,0,0,0,11,11,10,64,16.4,10.2,3,.,0
P805104,2001,201183,C,C105,P803166,P803165,.,.,P803165,.,.,50,11,11,201183,C,C105,P803166,P803165,7,1,.,.,50,11,0,0,0,11,11,10,64,16.3,11,3,.,0
P805105,2001,201183,C,C105,P803166,P803165,.,.,P803165,.,.,50,11,11,201183,C,C105,P803166,P803165,7,1,.,.,50,11,0,0,0,11,11,10,64,16.7,10.1,3,.,0
P805106,2001,201183,C,C105,P803166,P803165,.,.,P803165,.,.,50,11,11,201183,C,C105,P803166,P803165,7,1,.,.,50,11,0,0,0,11,11,10,64,17.8,11.2,3,.,0
P805107,2001,201183,C,C105,P803166,P803165,.,.,P803165,.,.,50,11,11,201183,C,C105,P803166,P803165,7,1,.,.,50,11,0,0,0,11,11,10,64,17.4,11.5,3,.,0
P805143,2001,201386,SW,SW76,P803199,P803200,.,.,P803200,28,10,50,.,10,201386,SW,SW76,P803199,P803200,7,1,28,10,50,.,0,0,0,.,10,10,64,17.2,12.4,3,.,0
P805144,2001,201386,SW,SW76,P803199,P803200,.,.,P803200,28,10,50,.,10,201386,SW,SW76,P803199,P803200,7,1,28,10,50,.,0,0,0,.,10,10,64,17.1,12.2,3,.,0
P805145,2001,201386,SW,SW76,P803199,P803200,.,.,P803200,28,10,50,.,10,201386,SW,SW76,P803199,P803200,7,1,28,10,50,.,0,0,0,.,10,10,64,16.5,11.9,3,.,0
P805146,2001,201386,SW,SW76,P803199,P803200,.,.,P803200,28,10,50,.,10,201386,SW,SW76,P803199,P803200,7,1,28,10,50,.,0,0,0,.,10,10,64,17.3,11.6,3,.,0
P805147,2001,201386,SW,SW76,P803199,P803200,.,.,P803200,28,10,50,.,10,201386,SW,SW76,P803199,P803200,7,1,28,10,50,.,0,0,0,.,10,10,64,17.1,12.1,3,.,0
P805148,2001,201386,SW,SW76,P803199,P803200,.,.,P803200,28,10,50,.,10,201386,SW,SW76,P803199,P803200,7,1,28,10,50,.,0,0,0,.,10,10,64,17.5,11.5,3,.,0
P805149,2001,201386,SW,SW76,P803199,P803200,.,.,P803200,28,10,50,.,10,201386,SW,SW76,P803199,P803200,7,1,28,10,50,.,0,0,0,.,10,10,64,16.5,11.1,3,.,0
P805150,2001,201386,SW,SW76,P803199,P803200,.,.,P803200,28,10,50,.,10,201386,SW,SW76,P803199,P803200,7,1,28,10,50,.,0,0,0,.,10,10,64,16.6,12,3,.,0
P805151,2001,201386,SW,SW76,P803199,P803200,.,.,P803200,28,10,50,.,10,201386,SW,SW76,P803199,P803200,7,1,28,10,50,.,0,0,0,.,10,10,64,17.7,10.8,3,.,0
P805152,2001,201386,SW,SW76,P803199,P803200,.,.,P803200,28,10,50,.,10,201386,SW,SW76,P803199,P803200,7,1,28,10,50,.,0,0,0,.,10,10,64,16.3,11.6,3,.,0
P805153,2001,201327,O,O44,P803157,P803158,1,.,.,17,16,50,16,16,201327,O,O44,P803157,P803158,6,1,17,16,50,16,8,4,-4,12,12,12,64,16.8,11.4,3,2,0
P805154,2001,201229,E,E5A,P803226,P803159,2,.,P803159,24,12,50,12,12,201327,O,O44,P803157,P803158,6,2,17,16,50,16,8,4,-4,12,12,12,64,17.1,11.5,3,2,0
P805155,2001,201327,O,O44,P803157,P803158,1,.,.,17,16,50,16,16,201327,O,O44,P803157,P803158,6,1,17,16,50,16,8,4,-4,12,12,12,64,17,10.7,3,2,0
P805156,2001,201327,O,O44,P803157,P803158,2,.,P803158,17,16,50,16,16,201327,O,O44,P803157,P803158,6,1,17,16,50,16,8,4,-4,12,12,12,64,17.4,10.4,3,2,0
P805157,2001,201229,E,E5A,P803226,P803159,2,.,P803159,24,12,50,12,12,201327,O,O44,P803157,P803158,6,2,17,16,50,16,8,4,-4,12,12,12,64,16.5,10.8,3,1,0
P805158,2001,201327,O,O44,P803157,P803158,2,.,P803158,17,16,50,16,16,201327,O,O44,P803157,P803158,6,1,17,16,50,16,8,4,-4,12,12,12,64,17.1,11,3,2,0
P805159,2001,201229,E,E5A,P803226,P803159,2,.,P803159,24,12,50,12,12,201327,O,O44,P803157,P803158,6,2,17,16,50,16,8,4,-4,12,12,12,64,16.9,10.6,3,1,1
P805160,2001,201229,E,E5A,P803226,P803159,2,.,P803159,24,12,50,12,12,201327,O,O44,P803157,P803158,6,2,17,16,50,16,8,4,-4,12,12,12,64,16.9,9.9,3,1,0
P805161,2001,201327,O,O44,P803157,P803158,2,.,P803158,17,16,50,16,16,201327,O,O44,P803157,P803158,6,1,17,16,50,16,8,4,-4,12,12,12,64,16.9,10.5,3,2,0
P805162,2001,201327,O,O44,P803157,P803158,2,.,P803158,17,16,50,16,16,201327,O,O44,P803157,P803158,6,1,17,16,50,16,8,4,-4,12,12,12,64,17.3,11,3,2,0
P805163,2001,201327,O,O44,P803157,P803158,2,.,P803158,17,16,50,16,16,201327,O,O44,P803157,P803158,6,1,17,16,50,16,8,4,-4,12,12,12,64,17,11,3,1,0
P805164,2001,201327,O,O44,P803157,P803158,2,.,P803158,17,16,50,16,16,201327,O,O44,P803157,P803158,6,1,17,16,50,16,8,4,-4,12,12,12,64,17.1,11,3,2,0
P805174,2001,201412,W,W31,P803149,P803150,2,.,P803150,25,11,50,11,11,201412,W,W31,P803149,P803150,7,1,25,11,50,11,0,0,0,11,11,11,64,16.7,11.5,3,2,0
P805175,2001,201412,W,W31,P803149,P803150,2,.,P803150,25,11,50,11,11,201412,W,W31,P803149,P803150,7,1,25,11,50,11,0,0,0,11,11,11,64,17.5,11.7,3,2,0
P805176,2001,201412,W,W31,P803149,P803150,2,.,P803150,25,11,50,11,11,201412,W,W31,P803149,P803150,7,1,25,11,50,11,0,0,0,11,11,11,64,16.6,11.5,3,1,0
P805177,2001,201412,W,W31,P803149,P803150,2,.,P803150,25,11,50,11,11,201412,W,W31,P803149,P803150,7,1,25,11,50,11,0,0,0,11,11,11,64,16.5,11.6,3,2,0
P805178,2001,201412,W,W31,P803149,P803150,2,.,P803150,25,11,50,11,11,201412,W,W31,P803149,P803150,7,1,25,11,50,11,0,0,0,11,11,11,64,16.3,11.3,3,2,0
P805179,2001,201412,W,W31,P803149,P803150,2,.,P803150,25,11,50,11,11,201412,W,W31,P803149,P803150,7,1,25,11,50,11,0,0,0,11,11,11,64,17.8,12.1,3,2,0
P805180,2001,201412,W,W31,P803149,P803150,2,.,P803150,25,11,50,11,11,201412,W,W31,P803149,P803150,7,1,25,11,50,11,0,0,0,11,11,11,64,16.3,10.8,3,2,0
P805181,2001,201412,W,W31,P803149,P803150,2,.,P803150,25,11,50,11,11,201412,W,W31,P803149,P803150,7,1,25,11,50,11,0,0,0,11,11,11,64,17.4,12.3,3,2,0
P805182,2001,201412,W,W31,P803149,P803150,2,.,P803150,25,11,50,11,11,201412,W,W31,P803149,P803150,7,1,25,11,50,11,0,0,0,11,11,11,64,17.1,11.1,3,2,0
P805183,2001,201412,W,W31,P803149,P803150,2,.,P803150,25,11,50,11,11,201412,W,W31,P803149,P803150,7,1,25,11,50,11,0,0,0,11,11,11,64,17.4,11.8,3,2,1
P805184,2001,201412,W,W31,P803149,P803150,2,.,P803150,25,11,50,11,11,201412,W,W31,P803149,P803150,7,1,25,11,50,11,0,0,0,11,11,11,64,16.8,10.9,3,1,0
P805218,2001,201273,MP,MP8,.,P803265,2,.,P803265,28,6,51,5,5,201273,MP,MP8,.,P803265,7,1,28,6,51,5,0,0,0,5,5,5,65,17.1,12.4,3,2,0
P805219,2001,201273,MP,MP8,.,P803265,2,.,P803265,28,6,51,5,5,201273,MP,MP8,.,P803265,7,1,28,6,51,5,0,0,0,5,5,5,65,15.6,10.6,3,1,0
P805220,2001,201273,MP,MP8,.,P803265,2,.,P803265,28,6,51,5,5,201273,MP,MP8,.,P803265,7,1,28,6,51,5,0,0,0,5,5,5,65,16.4,10.7,3,1,0
P805221,2001,201273,MP,MP8,.,P803265,2,.,P803265,28,6,51,5,5,201273,MP,MP8,.,P803265,7,1,28,6,51,5,0,0,0,5,5,5,65,16.4,10.7,3,1,0
P805222,2001,201273,MP,MP8,.,P803265,2,.,P803265,28,6,51,5,5,201273,MP,MP8,.,P803265,7,1,28,6,51,5,0,0,0,5,5,5,65,16.9,11.8,3,2,0
P805233,2001,201127,B,B115,P803188,P803184,2,.,P803184,28,9,51,9,9,201364,P,P24,P803249,P803250,5,2,28,9,51,9,3,6,3,12,12,12,65,17,10,3,1,0
P805234,2001,201364,P,P24,P803249,P803250,2,.,P803250,28,9,51,9,9,201364,P,P24,P803249,P803250,5,1,28,9,51,9,3,6,3,12,12,12,65,15.4,10.1,3,1,0
P805235,2001,201364,P,P24,P803249,P803250,2,.,P803250,28,9,51,9,9,201364,P,P24,P803249,P803250,5,1,28,9,51,9,3,6,3,12,12,12,65,16.2,9.3,3,2,0
P805236,2001,201364,P,P24,P803249,P803250,2,.,P803250,28,9,51,9,9,201364,P,P24,P803249,P803250,5,1,28,9,51,9,3,6,3,12,12,12,65,15.6,9,3,1,0
P805237,2001,201127,B,B115,P803188,P803184,2,.,P803184,28,9,51,9,9,201364,P,P24,P803249,P803250,5,2,28,9,51,9,3,6,3,12,12,12,65,17.3,10.2,3,2,0
P805238,2001,201127,B,B115,P803188,P803184,2,.,P803184,28,9,51,9,9,201364,P,P24,P803249,P803250,5,2,28,9,51,9,3,6,3,12,12,12,65,17.9,10.6,3,2,0
P805239,2001,201127,B,B115,P803188,P803184,2,.,P803184,28,9,51,9,9,201364,P,P24,P803249,P803250,5,2,28,9,51,9,3,6,3,12,12,12,65,17.1,9.3,3,2,0
P805240,2001,201364,P,P24,P803249,P803250,2,.,P803250,28,9,51,9,9,201364,P,P24,P803249,P803250,5,1,28,9,51,9,3,6,3,12,12,12,65,16.2,9.5,3,2,0
P805241,2001,201364,P,P24,P803249,P803250,2,.,P803250,28,9,51,9,9,201364,P,P24,P803249,P803250,5,1,28,9,51,9,3,6,3,12,12,12,65,15.8,9.8,3,1,0
P805242,2001,201364,P,P24,P803249,P803250,2,.,P803250,28,9,51,9,9,201364,P,P24,P803249,P803250,5,1,28,9,51,9,3,6,3,12,12,12,65,15.8,8.8,3,1,1
P805243,2001,201127,B,B115,P803188,P803184,2,.,P803184,28,9,51,9,9,201364,P,P24,P803249,P803250,5,2,28,9,51,9,3,6,3,12,12,12,65,17.6,10.6,3,2,0
P805244,2001,201127,B,B115,P803188,P803184,2,.,P803184,28,9,51,9,9,201364,P,P24,P803249,P803250,5,2,28,9,51,9,3,6,3,12,12,12,65,16.6,9.6,3,1,0
P805260,2001,201413,W,W33,P803216,P803215,2,.,P803215,26,11,51,9,9,201405,W,W15,P803213,P803214,6,2,25,10,51,7,5,3,-2,5,5,5,65,17.8,11.1,3,1,1
P805261,2001,201405,W,W15,P803213,P803214,2,.,P803214,25,10,51,7,7,201405,W,W15,P803213,P803214,6,1,25,10,51,7,5,3,-2,5,5,5,65,17.1,11.7,3,.,0
P805262,2001,201413,W,W33,P803216,P803215,2,.,P803215,26,11,51,9,9,201405,W,W15,P803213,P803214,6,2,25,10,51,7,5,3,-2,5,5,5,65,17.2,10.3,3,1,0
P805263,2001,201405,W,W15,P803213,P803214,.,.,P803214,25,10,51,7,7,201405,W,W15,P803213,P803214,6,1,25,10,51,7,5,3,-2,5,5,5,65,16.4,11.6,3,.,0
P805264,2001,201413,W,W33,P803216,P803215,2,.,P803215,26,11,51,9,9,201405,W,W15,P803213,P803214,6,2,25,10,51,7,5,3,-2,5,5,5,65,17.9,11.4,3,2,0
P805265,2001,201429,W,W62,P803220,P803217,.,.,P803217,27,12,51,11,11,201429,W,W62,P803220,P803217,7,1,27,12,51,11,0,0,0,11,11,11,65,18.2,11.5,3,.,0
P805266,2001,201429,W,W62,P803220,P803217,.,.,P803217,27,12,51,11,11,201429,W,W62,P803220,P803217,7,1,27,12,51,11,0,0,0,11,11,11,65,17.9,11.7,3,.,0
P805267,2001,201429,W,W62,P803220,P803217,.,.,P803217,27,12,51,11,11,201429,W,W62,P803220,P803217,7,1,27,12,51,11,0,0,0,11,11,11,65,17.5,11.1,3,.,0
P805268,2001,201429,W,W62,P803220,P803217,.,.,P803217,27,12,51,11,11,201429,W,W62,P803220,P803217,7,1,27,12,51,11,0,0,0,11,11,11,65,17.7,10.9,3,.,0
P805269,2001,201429,W,W62,P803220,P803217,.,.,P803217,27,12,51,11,11,201429,W,W62,P803220,P803217,7,1,27,12,51,11,0,0,0,11,11,11,65,18.3,12,3,.,0
P805270,2001,201429,W,W62,P803220,P803217,.,.,P803217,27,12,51,11,11,201429,W,W62,P803220,P803217,7,1,27,12,51,11,0,0,0,11,11,11,65,17.6,11.3,3,.,0
P805271,2001,201429,W,W62,P803220,P803217,.,.,P803217,27,12,51,11,11,201429,W,W62,P803220,P803217,7,1,27,12,51,11,0,0,0,11,11,11,65,17.9,11.7,3,.,0
P805272,2001,201429,W,W62,P803220,P803217,.,.,P803217,27,12,51,11,11,201429,W,W62,P803220,P803217,7,1,27,12,51,11,0,0,0,11,11,11,65,17.8,9.9,3,.,0
P805273,2001,201429,W,W62,P803220,P803217,.,.,P803217,27,12,51,11,11,201429,W,W62,P803220,P803217,7,1,27,12,51,11,0,0,0,11,11,11,65,17.6,11.3,3,.,0
P805274,2001,201429,W,W62,P803220,P803217,.,.,P803217,27,12,51,11,11,201429,W,W62,P803220,P803217,7,1,27,12,51,11,0,0,0,11,11,11,65,17.3,10.4,3,.,0
P805275,2001,201429,W,W62,P803220,P803217,.,.,P803217,27,12,51,11,11,201429,W,W62,P803220,P803217,7,1,27,12,51,11,0,0,0,11,11,11,65,18.2,10.6,3,.,0
P805276,2001,201354,O,O112,P803291,.,.,.,.,33,7,52,6,6,201335,O,O62,P803229,P803227,5,2,32,8,52,8,2,4,2,10,10,10,66,17.4,9.4,3,.,0
P805277,2001,201354,O,O112,P803291,.,.,.,.,33,7,52,6,6,201335,O,O62,P803229,P803227,5,2,32,8,52,8,2,4,2,10,10,10,66,17.6,9.8,3,.,0
P805278,2001,201335,O,O62,P803229,P803227,.,.,P803227,32,8,52,8,8,201335,O,O62,P803229,P803227,5,1,32,8,52,8,2,4,2,10,10,10,66,16.7,9.6,3,.,0
P805279,2001,201335,O,O62,P803229,P803227,.,.,P803227,32,8,52,8,8,201335,O,O62,P803229,P803227,5,1,32,8,52,8,2,4,2,10,10,10,66,16.5,10.7,3,1,0
P805280,2001,201335,O,O62,P803229,P803227,.,.,P803227,32,8,52,8,8,201335,O,O62,P803229,P803227,5,1,32,8,52,8,2,4,2,10,10,10,66,17.6,10.4,3,2,0
P805281,2001,201335,O,O62,P803229,P803227,.,.,P803227,32,8,52,8,8,201335,O,O62,P803229,P803227,5,1,32,8,52,8,2,4,2,10,10,10,66,17.7,10.5,3,2,0
P805282,2001,201335,O,O62,P803229,P803227,.,.,P803227,32,8,52,8,8,201335,O,O62,P803229,P803227,5,1,32,8,52,8,2,4,2,10,10,10,66,17.5,10.7,3,2,0
P805283,2001,201335,O,O62,P803229,P803227,.,.,P803227,32,8,52,8,8,201335,O,O62,P803229,P803227,5,1,32,8,52,8,2,4,2,10,10,10,66,17.6,10.7,3,2,0
P805284,2001,201335,O,O62,P803229,P803227,.,.,P803227,32,8,52,8,8,201335,O,O62,P803229,P803227,5,1,32,8,52,8,2,4,2,10,10,10,66,17.1,9.8,3,.,0
P805285,2001,201354,O,O112,P803291,.,.,.,.,33,7,52,6,6,201335,O,O62,P803229,P803227,5,2,32,8,52,8,2,4,2,10,10,10,66,17.4,9.8,3,.,0
P805286,2001,201352,O,O107,P803231,P803230,.,.,P803230,29,11,52,10,10,201352,O,O107,P803231,P803230,6,1,29,11,52,10,7,4,-3,7,7,7,66,16.1,10.3,3,1,0
P805287,2001,201352,O,O107,P803231,P803230,.,.,P803230,29,11,52,10,10,201352,O,O107,P803231,P803230,6,1,29,11,52,10,7,4,-3,7,7,7,66,16.7,10.9,3,1,0
P805288,2001,201385,SW,SW75,P803258,P803257,2,.,P803257,27,12,52,11,11,201352,O,O107,P803231,P803230,6,2,29,11,52,10,7,4,-3,7,7,7,66,17,10.4,3,1,0
P805289,2001,201385,SW,SW75,P803258,P803257,2,.,P803257,27,12,52,11,11,201352,O,O107,P803231,P803230,6,2,29,11,52,10,7,4,-3,7,7,7,66,17.7,10.4,3,2,0
P805290,2001,201385,SW,SW75,P803258,P803257,2,.,P803257,27,12,52,11,11,201352,O,O107,P803231,P803230,6,2,29,11,52,10,7,4,-3,7,7,7,66,16.5,9.7,3,1,0
P805291,2001,201385,SW,SW75,P803258,P803257,2,.,P803257,27,12,52,11,11,201352,O,O107,P803231,P803230,6,2,29,11,52,10,7,4,-3,7,7,7,66,17.1,11.2,3,2,0
P805292,2001,201352,O,O107,P803231,P803230,.,.,P803230,29,11,52,10,10,201352,O,O107,P803231,P803230,6,1,29,11,52,10,7,4,-3,7,7,7,66,16.7,10.7,3,1,0
P805293,2001,201354,O,O112,P803291,.,.,.,.,33,7,52,6,6,201354,O,O112,P803291,.,6,1,33,7,52,6,4,2,-2,4,4,4,66,17.7,10.8,3,.,0
P805294,2001,201335,O,O62,P803229,P803227,.,.,P803227,32,8,52,8,8,201354,O,O112,P803291,.,6,2,33,7,52,6,4,2,-2,4,4,4,66,16.8,11.1,3,1,0
P805295,2001,201335,O,O62,P803229,P803227,.,.,P803227,32,8,52,8,8,201354,O,O112,P803291,.,6,2,33,7,52,6,4,2,-2,4,4,4,66,16.7,11.3,3,1,0
P805296,2001,201354,O,O112,P803291,.,.,.,.,33,7,52,6,6,201354,O,O112,P803291,.,6,1,33,7,52,6,4,2,-2,4,4,4,66,18.2,11.1,3,.,0
P805308,2001,201285,MP,MP48,P803270,P803297,1,.,.,30,10,52,9,9,201285,MP,MP48,P803270,P803297,6,1,30,10,52,9,6,3,-3,6,6,6,66,16.6,11.4,3,2,0
P805309,2001,201297,MP,MP84,P803269,P803268,2,.,P803268,29,10,52,10,10,201285,MP,MP48,P803270,P803297,6,2,30,10,52,9,6,3,-3,6,6,6,66,17.4,11.3,3,2,0
P805310,2001,201285,MP,MP48,P803270,P803297,2,.,P803297,30,10,52,9,9,201285,MP,MP48,P803270,P803297,6,1,30,10,52,9,6,3,-3,6,6,6,66,17.3,11.8,3,2,0
P805311,2001,201297,MP,MP84,P803269,P803268,2,.,P803268,29,10,52,10,10,201285,MP,MP48,P803270,P803297,6,2,30,10,52,9,6,3,-3,6,6,6,66,16.7,10.1,3,1,0
P805312,2001,201285,MP,MP48,P803270,P803297,2,.,P803297,30,10,52,9,9,201285,MP,MP48,P803270,P803297,6,1,30,10,52,9,6,3,-3,6,6,6,66,16,10.6,3,1,0
P805313,2001,201297,MP,MP84,P803269,P803268,2,.,P803268,29,10,52,10,10,201285,MP,MP48,P803270,P803297,6,2,30,10,52,9,6,3,-3,6,6,6,66,17.7,10.7,3,2,0
P805314,2001,201102,B,B20,P803264,P804752,2,.,P804752,29,5,52,5,4,201102,B,B20,P803264,P804752,7,1,29,5,52,5,0,0,0,5,4,4,66,16.8,11.2,3,1,0
P805315,2001,201102,B,B20,P803264,P804752,1,.,.,29,5,52,5,4,201102,B,B20,P803264,P804752,7,1,29,5,52,5,0,0,0,5,4,4,66,16.6,11.2,3,2,0
P805316,2001,201102,B,B20,P803264,P804752,2,.,P804752,29,5,52,5,4,201102,B,B20,P803264,P804752,7,1,29,5,52,5,0,0,0,5,4,4,66,16.6,10.2,3,2,0
P805317,2001,201102,B,B20,P803264,P804752,2,.,P804752,29,5,52,5,4,201102,B,B20,P803264,P804752,7,1,29,5,52,5,0,0,0,5,4,4,66,17.2,11.1,3,2,0
P805318,2001,201427,W,W57,.,P803286,.,.,P803286,27,10,53,.,3,201427,W,W57,.,P803286,7,1,27,10,53,.,0,0,0,.,3,3,66,15.6,10.6,3,.,0
P805319,2001,201427,W,W57,.,P803286,.,.,P803286,27,10,53,.,3,201427,W,W57,.,P803286,7,1,27,10,53,.,0,0,0,.,3,3,66,16,10,3,.,0
P805320,2001,201427,W,W57,.,P803286,.,.,P803286,27,10,53,.,3,201427,W,W57,.,P803286,7,1,27,10,53,.,0,0,0,.,3,3,66,15.2,9.3,3,.,0
P805321,2001,201407,W,W17,P803288,P803287,2,.,P803287,.,.,51,10,10,201407,W,W17,P803288,P803287,7,1,.,.,51,10,0,0,0,10,10,10,66,18.2,12.3,3,2,0
P805322,2001,201407,W,W17,P803288,P803287,2,.,P803287,.,.,51,10,10,201407,W,W17,P803288,P803287,7,1,.,.,51,10,0,0,0,10,10,10,66,16.4,10.5,3,1,0
P805323,2001,201407,W,W17,P803288,P803287,2,.,P803287,.,.,51,10,10,201407,W,W17,P803288,P803287,7,1,.,.,51,10,0,0,0,10,10,10,66,16.8,11.3,3,2,1
P805324,2001,201407,W,W17,P803288,P803287,1,.,.,.,.,51,10,10,201407,W,W17,P803288,P803287,7,1,.,.,51,10,0,0,0,10,10,10,66,16.8,11.6,3,2,0
P805325,2001,201407,W,W17,P803288,P803287,2,.,P803287,.,.,51,10,10,201407,W,W17,P803288,P803287,7,1,.,.,51,10,0,0,0,10,10,10,66,17,11,3,1,0
P805326,2001,201407,W,W17,P803288,P803287,2,.,P803287,.,.,51,10,10,201407,W,W17,P803288,P803287,7,1,.,.,51,10,0,0,0,10,10,10,66,17.6,11.7,3,2,0
P805327,2001,201407,W,W17,P803288,P803287,2,.,P803287,.,.,51,10,10,201407,W,W17,P803288,P803287,7,1,.,.,51,10,0,0,0,10,10,10,66,18.2,12.3,3,2,0
P805328,2001,201407,W,W17,P803288,P803287,2,.,P803287,.,.,51,10,10,201407,W,W17,P803288,P803287,7,1,.,.,51,10,0,0,0,10,10,10,66,17.3,11,3,1,0
P805329,2001,201407,W,W17,P803288,P803287,2,.,P803287,.,.,51,10,10,201407,W,W17,P803288,P803287,7,1,.,.,51,10,0,0,0,10,10,10,66,17.3,12.2,3,2,0
P805330,2001,201407,W,W17,P803288,P803287,2,.,P803287,.,.,51,10,10,201407,W,W17,P803288,P803287,7,1,.,.,51,10,0,0,0,10,10,10,66,17.2,11.7,3,1,0
P805331,2001,201405,W,W15,P803213,P803214,2,.,P803214,25,10,51,7,7,201413,W,W33,P803216,P803215,5,2,26,11,51,9,3,5,2,11,11,11,66,17.2,11.5,3,2,0
P805332,2001,201413,W,W33,P803216,P803215,2,.,P803215,26,11,51,9,9,201413,W,W33,P803216,P803215,5,1,26,11,51,9,3,5,2,11,11,11,66,17.3,10.2,3,1,1
P805333,2001,201405,W,W15,P803213,P803214,2,.,P803214,25,10,51,7,7,201413,W,W33,P803216,P803215,5,2,26,11,51,9,3,5,2,11,11,11,66,17.8,11.4,3,2,0
P805334,2001,201413,W,W33,P803216,P803215,1,.,.,26,11,51,9,9,201413,W,W33,P803216,P803215,5,1,26,11,51,9,3,5,2,11,11,11,66,17.2,10.2,3,2,0
P805335,2001,201405,W,W15,P803213,P803214,2,.,P803214,25,10,51,7,7,201413,W,W33,P803216,P803215,5,2,26,11,51,9,3,5,2,11,11,11,66,17,10.8,3,2,0
P805336,2001,201405,W,W15,P803213,P803214,2,.,P803214,25,10,51,7,7,201413,W,W33,P803216,P803215,5,2,26,11,51,9,3,5,2,11,11,11,66,16.7,11.7,3,2,0
P805337,2001,201405,W,W15,P803213,P803214,2,.,P803214,25,10,51,7,7,201413,W,W33,P803216,P803215,5,2,26,11,51,9,3,5,2,11,11,11,66,16.4,11.5,3,1,0
P805338,2001,201413,W,W33,P803216,P803215,2,.,P803215,26,11,51,9,9,201413,W,W33,P803216,P803215,5,1,26,11,51,9,3,5,2,11,11,11,66,17.3,10.4,3,2,0
P805339,2001,201413,W,W33,P803216,P803215,2,.,P803215,26,11,51,9,9,201413,W,W33,P803216,P803215,5,1,26,11,51,9,3,5,2,11,11,11,66,18.1,10.8,3,2,0
P805340,2001,201413,W,W33,P803216,P803215,2,.,P803215,26,11,51,9,9,201413,W,W33,P803216,P803215,5,1,26,11,51,9,3,5,2,11,11,11,66,16.8,10.2,3,1,0
P805341,2001,201413,W,W33,P803216,P803215,2,.,P803215,26,11,51,9,9,201413,W,W33,P803216,P803215,5,1,26,11,51,9,3,5,2,11,11,11,66,16.8,9.9,3,1,0
P805342,2001,201422,W,W51A,P803218,P803219,2,.,P803219,28,10,51,10,6,201422,W,W51A,P803218,P803219,5,1,28,10,51,10,3,6,3,13,10,9,66,16.1,9.8,3,1,0
P805343,2001,201236,E,E13A,P803211,P803212,2,.,P803212,27,10,51,10,10,201422,W,W51A,P803218,P803219,5,2,28,10,51,10,3,6,3,13,10,9,66,16.5,9.1,3,2,0
P805344,2001,201422,W,W51A,P803218,P803219,2,.,P803219,28,10,51,10,6,201422,W,W51A,P803218,P803219,5,1,28,10,51,10,3,6,3,13,10,9,66,16.6,10.9,3,2,0
P805345,2001,201236,E,E13A,P803211,P803212,2,.,P803212,27,10,51,10,10,201422,W,W51A,P803218,P803219,5,2,28,10,51,10,3,6,3,13,10,9,66,16.6,9.7,3,1,0
P805346,2001,201422,W,W51A,P803218,P803219,2,.,P803219,28,10,51,10,6,201422,W,W51A,P803218,P803219,5,1,28,10,51,10,3,6,3,13,10,9,66,16.8,10,3,2,0
P805347,2001,201422,W,W51A,P803218,P803219,2,.,P803219,28,10,51,10,6,201422,W,W51A,P803218,P803219,5,1,28,10,51,10,3,6,3,13,10,9,66,14.8,8.1,3,1,0
P805348,2001,201236,E,E13A,P803211,P803212,2,.,P803212,27,10,51,10,10,201422,W,W51A,P803218,P803219,5,2,28,10,51,10,3,6,3,13,10,9,66,17.4,9.9,3,2,0
P805349,2001,201236,E,E13A,P803211,P803212,2,.,P803212,27,10,51,10,10,201422,W,W51A,P803218,P803219,5,2,28,10,51,10,3,6,3,13,10,9,66,17.4,10.3,3,2,0
P805350,2001,201236,E,E13A,P803211,P803212,2,.,P803212,27,10,51,10,10,201422,W,W51A,P803218,P803219,5,2,28,10,51,10,3,6,3,13,10,9,66,16.5,9.2,3,2,0
P805351,2001,201236,E,E13A,P803211,P803212,2,.,P803212,27,10,51,10,10,201422,W,W51A,P803218,P803219,5,2,28,10,51,10,3,6,3,13,10,9,66,16.8,8.8,3,1,0
